Ticket_ID,Application_ID,Issue_Type,Resolution_Time_Hours,Escalation_Level
TCK00004348,APP0039536,Status Inquiry,13,Tier 1
TCK00004349,APP0039540,Status Inquiry,23,Tier 1
TCK00004350,APP0039545,Status Inquiry,27,Tier 1
TCK00004351,APP0039547,Login,20,Tier 2
TCK00004352,APP0039580,Login,17,Tier 2
TCK00004353,APP0039603,Login,23,Tier 1
TCK00004354,APP0039605,Status Inquiry,17,Tier 1
TCK00004355,APP0039611,Upload,20,Tier 1
TCK00004356,APP0039614,Status Inquiry,26,Tier 2
TCK00004357,APP0039622,Upload,4,Tier 1
TCK00004358,APP0039623,Login,10,Tier 1
TCK00004359,APP0039628,Other,36,Tier 1
TCK00004360,APP0039630,Status Inquiry,17,Tier 2
TCK00004361,APP0039638,Status Inquiry,13,Tier 1
TCK00004362,APP0039644,Status Inquiry,10,Tier 2
TCK00004363,APP0039655,Upload,15,Tier 2
TCK00004364,APP0039671,Upload,9,Tier 1
TCK00004365,APP0039685,Upload,14,Tier 1
TCK00004366,APP0039690,Upload,15,Tier 1
TCK00004367,APP0039691,Status Inquiry,27,Tier 2
TCK00004368,APP0039697,Login,14,Tier 1
TCK00004369,APP0039698,Status Inquiry,23,Tier 1
TCK00004370,APP0039701,Status Inquiry,11,Tier 1
TCK00004371,APP0039706,Upload,41,Tier 2
TCK00004372,APP0039712,Login,8,Tier 1
TCK00004373,APP0039717,Login,16,Tier 1
TCK00004374,APP0039729,Status Inquiry,18,Tier 1
TCK00004375,APP0039732,Upload,16,Tier 1
TCK00004376,APP0039738,Status Inquiry,24,Tier 2
TCK00004377,APP0039740,Upload,23,Tier 1
TCK00004378,APP0039760,Status Inquiry,19,Tier 1
TCK00004379,APP0039763,Upload,32,Tier 1
TCK00004380,APP0039784,Upload,13,Tier 1
TCK00004381,APP0039790,Status Inquiry,17,Tier 1
TCK00004382,APP0039794,Status Inquiry,16,Tier 1
TCK00004383,APP0039820,Status Inquiry,18,Tier 1
TCK00004384,APP0039829,Other,21,Tier 2
TCK00004385,APP0039832,Status Inquiry,17,Tier 1
TCK00004386,APP0039851,Login,14,Tier 1
TCK00004387,APP0039852,Upload,13,Tier 1
TCK00004388,APP0039889,Status Inquiry,15,Tier 1
TCK00004389,APP0039899,Login,11,Tier 1
TCK00004390,APP0039930,Status Inquiry,12,Tier 2
TCK00004391,APP0039956,Upload,8,Tier 2
TCK00004392,APP0039966,Status Inquiry,1,Tier 1
TCK00004393,APP0039973,Login,22,Tier 1
TCK00004394,APP0039978,Login,10,Tier 3
TCK00004395,APP0039983,Other,25,Tier 1
TCK00004396,APP0040005,Upload,10,Tier 1
TCK00004397,APP0040006,Upload,20,Tier 1
TCK00004398,APP0040015,Upload,8,Tier 2
TCK00004399,APP0040016,Upload,27,Tier 1
TCK00004400,APP0040023,Upload,11,Tier 1
TCK00004401,APP0040051,Upload,5,Tier 1
TCK00004402,APP0040059,Upload,14,Tier 1
TCK00004403,APP0040063,Upload,9,Tier 2
TCK00004404,APP0040068,Upload,40,Tier 1
TCK00004405,APP0040085,Upload,8,Tier 2
TCK00004406,APP0040088,Login,23,Tier 2
TCK00004407,APP0040105,Upload,1,Tier 1
TCK00004408,APP0040116,Status Inquiry,23,Tier 1
TCK00004409,APP0040132,Status Inquiry,7,Tier 1
TCK00004410,APP0040133,Login,14,Tier 1
TCK00004411,APP0040150,Login,9,Tier 2
TCK00004412,APP0040157,Login,22,Tier 2
TCK00004413,APP0040173,Login,11,Tier 1
TCK00004414,APP0040179,Login,18,Tier 1
TCK00004415,APP0040182,Login,21,Tier 1
TCK00004416,APP0040188,Other,22,Tier 1
TCK00004417,APP0040200,Login,16,Tier 1
TCK00004418,APP0040219,Status Inquiry,28,Tier 3
TCK00004419,APP0040232,Upload,28,Tier 1
TCK00004420,APP0040236,Login,12,Tier 2
TCK00004421,APP0040258,Upload,21,Tier 3
TCK00004422,APP0040260,Upload,25,Tier 1
TCK00004423,APP0040266,Upload,35,Tier 3
TCK00004424,APP0040293,Upload,12,Tier 1
TCK00004425,APP0040297,Login,24,Tier 1
TCK00004426,APP0040303,Other,19,Tier 1
TCK00004427,APP0040333,Upload,11,Tier 1
TCK00004428,APP0040353,Status Inquiry,18,Tier 1
TCK00004429,APP0040370,Upload,6,Tier 2
TCK00004430,APP0040393,Status Inquiry,15,Tier 2
TCK00004431,APP0040394,Status Inquiry,35,Tier 1
TCK00004432,APP0040413,Login,24,Tier 1
TCK00004433,APP0040434,Status Inquiry,28,Tier 1
TCK00004434,APP0040437,Other,22,Tier 2
TCK00004435,APP0040446,Status Inquiry,15,Tier 1
TCK00004436,APP0040450,Login,9,Tier 2
TCK00004437,APP0040452,Upload,2,Tier 2
TCK00004438,APP0040455,Status Inquiry,7,Tier 1
TCK00004439,APP0040465,Login,34,Tier 1
TCK00004440,APP0040466,Other,13,Tier 1
TCK00004441,APP0040494,Login,19,Tier 2
TCK00004442,APP0040517,Login,26,Tier 1
TCK00004443,APP0040520,Login,8,Tier 1
TCK00004444,APP0040521,Login,21,Tier 1
TCK00004445,APP0040541,Login,8,Tier 1
TCK00004446,APP0040549,Upload,16,Tier 1
TCK00004447,APP0040569,Other,7,Tier 3
TCK00004448,APP0040579,Login,32,Tier 2
TCK00004449,APP0040583,Upload,20,Tier 1
TCK00004450,APP0040589,Status Inquiry,29,Tier 1
TCK00004451,APP0040592,Other,10,Tier 1
TCK00004452,APP0040593,Status Inquiry,20,Tier 1
TCK00004453,APP0040612,Login,10,Tier 1
TCK00004454,APP0040617,Upload,39,Tier 1
TCK00004455,APP0040622,Status Inquiry,14,Tier 1
TCK00004456,APP0040624,Login,20,Tier 3
TCK00004457,APP0040630,Upload,24,Tier 2
TCK00004458,APP0040633,Login,14,Tier 3
TCK00004459,APP0040641,Upload,23,Tier 1
TCK00004460,APP0040644,Upload,16,Tier 1
TCK00004461,APP0040647,Upload,19,Tier 1
TCK00004462,APP0040660,Status Inquiry,11,Tier 1
TCK00004463,APP0040667,Other,24,Tier 1
TCK00004464,APP0040673,Other,29,Tier 2
TCK00004465,APP0040677,Upload,5,Tier 2
TCK00004466,APP0040679,Other,18,Tier 2
TCK00004467,APP0040681,Upload,15,Tier 2
TCK00004468,APP0040688,Upload,19,Tier 1
TCK00004469,APP0040705,Status Inquiry,24,Tier 1
TCK00004470,APP0040724,Status Inquiry,16,Tier 3
TCK00004471,APP0040726,Login,17,Tier 1
TCK00004472,APP0040737,Status Inquiry,18,Tier 1
TCK00004473,APP0040738,Status Inquiry,17,Tier 2
TCK00004474,APP0040767,Upload,22,Tier 2
TCK00004475,APP0040770,Status Inquiry,8,Tier 2
TCK00004476,APP0040774,Status Inquiry,17,Tier 1
TCK00004477,APP0040787,Status Inquiry,20,Tier 1
TCK00004478,APP0040789,Login,27,Tier 1
TCK00004479,APP0040797,Upload,32,Tier 1
TCK00004480,APP0040807,Upload,19,Tier 1
TCK00004481,APP0040833,Login,18,Tier 2
TCK00004482,APP0040844,Upload,8,Tier 1
TCK00004483,APP0040876,Login,10,Tier 2
TCK00004484,APP0040891,Login,20,Tier 1
TCK00004485,APP0040911,Status Inquiry,16,Tier 2
TCK00004486,APP0040964,Login,22,Tier 1
TCK00004487,APP0040993,Status Inquiry,1,Tier 1
TCK00004488,APP0040994,Status Inquiry,13,Tier 2
TCK00004489,APP0041000,Login,19,Tier 1
TCK00004490,APP0041015,Upload,15,Tier 1
TCK00004491,APP0041026,Upload,14,Tier 2
TCK00004492,APP0041031,Status Inquiry,10,Tier 1
TCK00004493,APP0041037,Upload,14,Tier 2
TCK00004494,APP0041043,Login,13,Tier 2
TCK00004495,APP0041049,Upload,12,Tier 1
TCK00004496,APP0041052,Status Inquiry,18,Tier 1
TCK00004497,APP0041054,Status Inquiry,23,Tier 1
TCK00004498,APP0041058,Upload,17,Tier 1
TCK00004499,APP0041065,Other,9,Tier 3
TCK00004500,APP0041094,Upload,29,Tier 3
TCK00004501,APP0041098,Other,11,Tier 1
TCK00004502,APP0041100,Upload,18,Tier 1
TCK00004503,APP0041104,Status Inquiry,20,Tier 1
TCK00004504,APP0041105,Upload,17,Tier 2
TCK00004505,APP0041128,Upload,6,Tier 1
TCK00004506,APP0041136,Upload,12,Tier 1
TCK00004507,APP0041162,Login,5,Tier 3
TCK00004508,APP0041164,Upload,29,Tier 1
TCK00004509,APP0041167,Login,10,Tier 1
TCK00004510,APP0041173,Status Inquiry,31,Tier 1
TCK00004511,APP0041197,Upload,23,Tier 2
TCK00004512,APP0041213,Status Inquiry,23,Tier 1
TCK00004513,APP0041219,Upload,17,Tier 1
TCK00004514,APP0041245,Upload,9,Tier 1
TCK00004515,APP0041249,Status Inquiry,14,Tier 1
TCK00004516,APP0041252,Status Inquiry,16,Tier 1
TCK00004517,APP0041262,Login,35,Tier 1
TCK00004518,APP0041265,Upload,20,Tier 1
TCK00004519,APP0041268,Status Inquiry,9,Tier 1
TCK00004520,APP0041293,Upload,16,Tier 1
TCK00004521,APP0041297,Upload,30,Tier 1
TCK00004522,APP0041313,Status Inquiry,21,Tier 2
TCK00004523,APP0041325,Login,21,Tier 1
TCK00004524,APP0041327,Login,15,Tier 2
TCK00004525,APP0041329,Upload,7,Tier 1
TCK00004526,APP0041333,Upload,31,Tier 2
TCK00004527,APP0041342,Login,28,Tier 1
TCK00004528,APP0041361,Upload,6,Tier 2
TCK00004529,APP0041370,Login,17,Tier 1
TCK00004530,APP0041408,Status Inquiry,15,Tier 1
TCK00004531,APP0041413,Login,29,Tier 1
TCK00004532,APP0041425,Upload,17,Tier 1
TCK00004533,APP0041434,Upload,8,Tier 2
TCK00004534,APP0041441,Status Inquiry,32,Tier 1
TCK00004535,APP0041466,Other,19,Tier 1
TCK00004536,APP0041481,Upload,21,Tier 2
TCK00004537,APP0041486,Login,21,Tier 1
TCK00004538,APP0041493,Status Inquiry,21,Tier 1
TCK00004539,APP0041497,Status Inquiry,7,Tier 1
TCK00004540,APP0041529,Login,1,Tier 1
TCK00004541,APP0041531,Login,20,Tier 1
TCK00004542,APP0041541,Status Inquiry,24,Tier 1
TCK00004543,APP0041543,Status Inquiry,19,Tier 2
TCK00004544,APP0041549,Login,31,Tier 1
TCK00004545,APP0041555,Login,15,Tier 2
TCK00004546,APP0041560,Status Inquiry,5,Tier 2
TCK00004547,APP0041566,Upload,28,Tier 2
TCK00004548,APP0041569,Upload,25,Tier 1
TCK00004549,APP0041584,Status Inquiry,18,Tier 1
TCK00004550,APP0041612,Other,1,Tier 1
TCK00004551,APP0041618,Other,31,Tier 1
TCK00004552,APP0041621,Upload,13,Tier 1
TCK00004553,APP0041626,Status Inquiry,25,Tier 2
TCK00004554,APP0041627,Login,13,Tier 1
TCK00004555,APP0041646,Upload,33,Tier 1
TCK00004556,APP0041661,Login,21,Tier 1
TCK00004557,APP0041671,Login,10,Tier 1
TCK00004558,APP0041673,Upload,2,Tier 1
TCK00004559,APP0041698,Upload,25,Tier 1
TCK00004560,APP0041703,Upload,6,Tier 2
TCK00004561,APP0041711,Upload,19,Tier 1
TCK00004562,APP0041715,Upload,25,Tier 1
TCK00004563,APP0041727,Upload,8,Tier 2
TCK00004564,APP0041750,Upload,25,Tier 2
TCK00004565,APP0041751,Other,20,Tier 1
TCK00004566,APP0041755,Status Inquiry,13,Tier 1
TCK00004567,APP0041757,Upload,17,Tier 1
TCK00004568,APP0041762,Upload,22,Tier 1
TCK00004569,APP0041764,Upload,15,Tier 1
TCK00004570,APP0041799,Other,24,Tier 1
TCK00004571,APP0041800,Login,16,Tier 1
TCK00004572,APP0041806,Upload,18,Tier 1
TCK00004573,APP0041812,Login,23,Tier 1
TCK00004574,APP0041814,Login,26,Tier 2
TCK00004575,APP0041819,Status Inquiry,20,Tier 2
TCK00004576,APP0041840,Login,22,Tier 1
TCK00004577,APP0041848,Status Inquiry,37,Tier 1
TCK00004578,APP0041862,Upload,22,Tier 1
TCK00004579,APP0041872,Upload,3,Tier 2
TCK00004580,APP0041898,Status Inquiry,30,Tier 2
TCK00004581,APP0041919,Upload,18,Tier 1
TCK00004582,APP0041928,Status Inquiry,26,Tier 1
TCK00004583,APP0041930,Status Inquiry,18,Tier 1
TCK00004584,APP0041933,Upload,20,Tier 1
TCK00004585,APP0041945,Status Inquiry,28,Tier 1
TCK00004586,APP0041953,Status Inquiry,21,Tier 1
TCK00004587,APP0041970,Status Inquiry,12,Tier 1
TCK00004588,APP0041973,Upload,28,Tier 1
TCK00004589,APP0041983,Login,11,Tier 1
TCK00004590,APP0041996,Upload,25,Tier 2
TCK00004591,APP0041998,Upload,23,Tier 2
TCK00004592,APP0042007,Status Inquiry,17,Tier 2
TCK00004593,APP0042008,Upload,18,Tier 3
TCK00004594,APP0042011,Login,6,Tier 2
TCK00004595,APP0042016,Status Inquiry,13,Tier 1
TCK00004596,APP0042018,Login,43,Tier 1
TCK00004597,APP0042022,Login,1,Tier 3
TCK00004598,APP0042023,Upload,26,Tier 1
TCK00004599,APP0042035,Status Inquiry,10,Tier 3
TCK00004600,APP0042040,Upload,14,Tier 1
TCK00004601,APP0042041,Upload,1,Tier 2
TCK00004602,APP0042044,Upload,8,Tier 1
TCK00004603,APP0042046,Other,16,Tier 1
TCK00004604,APP0042050,Login,22,Tier 2
TCK00004605,APP0042062,Status Inquiry,27,Tier 1
TCK00004606,APP0042084,Login,29,Tier 1
TCK00004607,APP0042093,Login,17,Tier 1
TCK00004608,APP0042109,Login,11,Tier 1
TCK00004609,APP0042110,Other,27,Tier 1
TCK00004610,APP0042116,Login,19,Tier 1
TCK00004611,APP0042132,Status Inquiry,7,Tier 1
TCK00004612,APP0042137,Login,33,Tier 1
TCK00004613,APP0042140,Status Inquiry,26,Tier 1
TCK00004614,APP0042144,Other,28,Tier 2
TCK00004615,APP0042167,Status Inquiry,18,Tier 1
TCK00004616,APP0042178,Upload,12,Tier 1
TCK00004617,APP0042187,Status Inquiry,24,Tier 1
TCK00004618,APP0042202,Login,15,Tier 1
TCK00004619,APP0042215,Upload,31,Tier 2
TCK00004620,APP0042216,Status Inquiry,15,Tier 1
TCK00004621,APP0042240,Other,15,Tier 1
TCK00004622,APP0042242,Login,28,Tier 2
TCK00004623,APP0042258,Status Inquiry,29,Tier 1
TCK00004624,APP0042268,Status Inquiry,21,Tier 3
TCK00004625,APP0042270,Status Inquiry,27,Tier 3
TCK00004626,APP0042272,Status Inquiry,21,Tier 1
TCK00004627,APP0042276,Upload,12,Tier 1
TCK00004628,APP0042281,Upload,27,Tier 2
TCK00004629,APP0042282,Upload,8,Tier 1
TCK00004630,APP0042291,Status Inquiry,18,Tier 1
TCK00004631,APP0042296,Upload,15,Tier 1
TCK00004632,APP0042304,Upload,13,Tier 1
TCK00004633,APP0042306,Upload,11,Tier 1
TCK00004634,APP0042316,Other,17,Tier 1
TCK00004635,APP0042318,Login,14,Tier 1
TCK00004636,APP0042321,Login,16,Tier 1
TCK00004637,APP0042325,Status Inquiry,14,Tier 1
TCK00004638,APP0042342,Upload,11,Tier 1
TCK00004639,APP0042357,Upload,14,Tier 1
TCK00004640,APP0042361,Status Inquiry,22,Tier 1
TCK00004641,APP0042369,Other,17,Tier 3
TCK00004642,APP0042375,Other,9,Tier 2
TCK00004643,APP0042385,Other,14,Tier 1
TCK00004644,APP0042397,Status Inquiry,8,Tier 1
TCK00004645,APP0042411,Upload,14,Tier 2
TCK00004646,APP0042436,Status Inquiry,19,Tier 1
TCK00004647,APP0042449,Other,14,Tier 1
TCK00004648,APP0042461,Upload,17,Tier 1
TCK00004649,APP0042472,Upload,26,Tier 1
TCK00004650,APP0042477,Login,14,Tier 1
TCK00004651,APP0042481,Upload,20,Tier 1
TCK00004652,APP0042485,Upload,11,Tier 1
TCK00004653,APP0042503,Login,29,Tier 1
TCK00004654,APP0042517,Upload,16,Tier 2
TCK00004655,APP0042520,Other,18,Tier 1
TCK00004656,APP0042522,Other,11,Tier 2
TCK00004657,APP0042524,Upload,23,Tier 1
TCK00004658,APP0042563,Upload,24,Tier 1
TCK00004659,APP0042574,Status Inquiry,29,Tier 2
TCK00004660,APP0042595,Status Inquiry,14,Tier 1
TCK00004661,APP0042598,Status Inquiry,22,Tier 1
TCK00004662,APP0042610,Other,3,Tier 1
TCK00004663,APP0042622,Other,6,Tier 2
TCK00004664,APP0042624,Status Inquiry,27,Tier 1
TCK00004665,APP0042635,Upload,27,Tier 1
TCK00004666,APP0042637,Login,18,Tier 2
TCK00004667,APP0042638,Other,19,Tier 1
TCK00004668,APP0042642,Other,37,Tier 2
TCK00004669,APP0042653,Upload,23,Tier 1
TCK00004670,APP0042657,Upload,27,Tier 1
TCK00004671,APP0042672,Status Inquiry,23,Tier 1
TCK00004672,APP0042673,Status Inquiry,18,Tier 1
TCK00004673,APP0042676,Upload,8,Tier 2
TCK00004674,APP0042677,Status Inquiry,21,Tier 1
TCK00004675,APP0042679,Status Inquiry,18,Tier 2
TCK00004676,APP0042688,Status Inquiry,18,Tier 1
TCK00004677,APP0042690,Status Inquiry,22,Tier 1
TCK00004678,APP0042692,Status Inquiry,18,Tier 1
TCK00004679,APP0042697,Upload,30,Tier 1
TCK00004680,APP0042698,Upload,8,Tier 2
TCK00004681,APP0042703,Login,22,Tier 1
TCK00004682,APP0042719,Login,10,Tier 1
TCK00004683,APP0042721,Status Inquiry,16,Tier 1
TCK00004684,APP0042722,Upload,8,Tier 1
TCK00004685,APP0042725,Other,17,Tier 1
TCK00004686,APP0042729,Login,26,Tier 1
TCK00004687,APP0042745,Upload,22,Tier 2
TCK00004688,APP0042749,Status Inquiry,17,Tier 1
TCK00004689,APP0042787,Login,31,Tier 1
TCK00004690,APP0042795,Status Inquiry,10,Tier 1
TCK00004691,APP0042805,Upload,31,Tier 1
TCK00004692,APP0042808,Upload,16,Tier 1
TCK00004693,APP0042814,Login,28,Tier 1
TCK00004694,APP0042818,Upload,18,Tier 1
TCK00004695,APP0042819,Login,15,Tier 1
TCK00004696,APP0042822,Upload,31,Tier 2
TCK00004697,APP0042825,Status Inquiry,12,Tier 2
TCK00004698,APP0042837,Status Inquiry,21,Tier 2
TCK00004699,APP0042841,Upload,24,Tier 2
TCK00004700,APP0042868,Login,27,Tier 1
TCK00004701,APP0042871,Login,10,Tier 1
TCK00004702,APP0042882,Login,26,Tier 1
TCK00004703,APP0042900,Other,8,Tier 3
TCK00004704,APP0042905,Status Inquiry,20,Tier 1
TCK00004705,APP0042907,Upload,23,Tier 1
TCK00004706,APP0042910,Upload,23,Tier 1
TCK00004707,APP0042912,Other,19,Tier 1
TCK00004708,APP0042942,Upload,18,Tier 1
TCK00004709,APP0042952,Other,21,Tier 3
TCK00004710,APP0042960,Upload,13,Tier 1
TCK00004711,APP0042972,Status Inquiry,28,Tier 1
TCK00004712,APP0042973,Login,27,Tier 1
TCK00004713,APP0042975,Upload,17,Tier 1
TCK00004714,APP0042978,Status Inquiry,25,Tier 1
TCK00004715,APP0042989,Login,16,Tier 1
TCK00004716,APP0043028,Upload,22,Tier 1
TCK00004717,APP0043030,Upload,14,Tier 2
TCK00004718,APP0043038,Other,22,Tier 1
TCK00004719,APP0043062,Other,23,Tier 1
TCK00004720,APP0043070,Upload,16,Tier 3
TCK00004721,APP0043095,Login,5,Tier 1
TCK00004722,APP0043114,Login,30,Tier 1
TCK00004723,APP0043125,Upload,25,Tier 1
TCK00004724,APP0043127,Status Inquiry,24,Tier 2
TCK00004725,APP0043138,Upload,26,Tier 3
TCK00004726,APP0043152,Status Inquiry,19,Tier 1
TCK00004727,APP0043153,Upload,24,Tier 1
TCK00004728,APP0043154,Status Inquiry,22,Tier 2
TCK00004729,APP0043157,Upload,8,Tier 2
TCK00004730,APP0043180,Upload,10,Tier 3
TCK00004731,APP0043181,Status Inquiry,5,Tier 1
TCK00004732,APP0043196,Upload,10,Tier 1
TCK00004733,APP0043213,Upload,12,Tier 1
TCK00004734,APP0043214,Upload,11,Tier 1
TCK00004735,APP0043215,Upload,1,Tier 1
TCK00004736,APP0043216,Status Inquiry,16,Tier 1
TCK00004737,APP0043222,Upload,9,Tier 1
TCK00004738,APP0043237,Upload,6,Tier 2
TCK00004739,APP0043242,Upload,19,Tier 1
TCK00004740,APP0043245,Upload,26,Tier 2
TCK00004741,APP0043248,Other,27,Tier 1
TCK00004742,APP0043264,Status Inquiry,23,Tier 1
TCK00004743,APP0043275,Upload,25,Tier 2
TCK00004744,APP0043280,Status Inquiry,37,Tier 1
TCK00004745,APP0043281,Status Inquiry,10,Tier 1
TCK00004746,APP0043301,Other,26,Tier 1
TCK00004747,APP0043315,Status Inquiry,13,Tier 1
TCK00004748,APP0043320,Upload,22,Tier 1
TCK00004749,APP0043321,Upload,17,Tier 1
TCK00004750,APP0043333,Login,20,Tier 2
TCK00004751,APP0043335,Upload,17,Tier 1
TCK00004752,APP0043344,Status Inquiry,14,Tier 1
TCK00004753,APP0043377,Other,11,Tier 1
TCK00004754,APP0043378,Upload,27,Tier 1
TCK00004755,APP0043391,Login,25,Tier 1
TCK00004756,APP0043409,Other,24,Tier 2
TCK00004757,APP0043438,Upload,17,Tier 2
TCK00004758,APP0043439,Upload,6,Tier 1
TCK00004759,APP0043444,Upload,17,Tier 1
TCK00004760,APP0043446,Status Inquiry,26,Tier 1
TCK00004761,APP0043449,Upload,6,Tier 2
TCK00004762,APP0043457,Login,27,Tier 1
TCK00004763,APP0043461,Login,23,Tier 1
TCK00004764,APP0043463,Upload,18,Tier 2
TCK00004765,APP0043477,Upload,10,Tier 1
TCK00004766,APP0043480,Login,28,Tier 1
TCK00004767,APP0043502,Login,6,Tier 2
TCK00004768,APP0043512,Upload,15,Tier 1
TCK00004769,APP0043519,Login,12,Tier 1
TCK00004770,APP0043528,Login,18,Tier 1
TCK00004771,APP0043536,Status Inquiry,20,Tier 1
TCK00004772,APP0043538,Upload,19,Tier 1
TCK00004773,APP0043543,Upload,11,Tier 2
TCK00004774,APP0043550,Login,12,Tier 1
TCK00004775,APP0043553,Status Inquiry,19,Tier 3
TCK00004776,APP0043561,Upload,21,Tier 1
TCK00004777,APP0043579,Upload,35,Tier 3
TCK00004778,APP0043582,Status Inquiry,31,Tier 2
TCK00004779,APP0043590,Upload,18,Tier 2
TCK00004780,APP0043601,Upload,20,Tier 2
TCK00004781,APP0043609,Login,26,Tier 2
TCK00004782,APP0043618,Upload,24,Tier 2
TCK00004783,APP0043634,Login,18,Tier 3
TCK00004784,APP0043646,Status Inquiry,26,Tier 2
TCK00004785,APP0043651,Upload,20,Tier 1
TCK00004786,APP0043664,Login,10,Tier 1
TCK00004787,APP0043669,Upload,1,Tier 2
TCK00004788,APP0043673,Upload,3,Tier 2
TCK00004789,APP0043682,Upload,10,Tier 1
TCK00004790,APP0043685,Login,13,Tier 1
TCK00004791,APP0043686,Login,15,Tier 2
TCK00004792,APP0043696,Other,26,Tier 2
TCK00004793,APP0043701,Upload,7,Tier 1
TCK00004794,APP0043709,Upload,5,Tier 1
TCK00004795,APP0043711,Upload,19,Tier 1
TCK00004796,APP0043712,Other,16,Tier 1
TCK00004797,APP0043717,Upload,13,Tier 1
TCK00004798,APP0043724,Status Inquiry,13,Tier 1
TCK00004799,APP0043732,Status Inquiry,1,Tier 1
TCK00004800,APP0043733,Status Inquiry,9,Tier 1
TCK00004801,APP0043747,Login,22,Tier 1
TCK00004802,APP0043769,Status Inquiry,22,Tier 2
TCK00004803,APP0043786,Login,31,Tier 1
TCK00004804,APP0043792,Other,26,Tier 1
TCK00004805,APP0043799,Status Inquiry,16,Tier 2
TCK00004806,APP0043801,Status Inquiry,7,Tier 2
TCK00004807,APP0043814,Upload,15,Tier 1
TCK00004808,APP0043815,Status Inquiry,24,Tier 1
TCK00004809,APP0043837,Login,28,Tier 3
TCK00004810,APP0043868,Login,42,Tier 1
TCK00004811,APP0043871,Status Inquiry,37,Tier 1
TCK00004812,APP0043906,Login,27,Tier 1
TCK00004813,APP0043948,Login,18,Tier 1
TCK00004814,APP0043949,Upload,14,Tier 2
TCK00004815,APP0043952,Login,15,Tier 1
TCK00004816,APP0043953,Upload,2,Tier 1
TCK00004817,APP0043954,Login,21,Tier 1
TCK00004818,APP0043973,Status Inquiry,15,Tier 1
TCK00004819,APP0043978,Other,11,Tier 1
TCK00004820,APP0044004,Status Inquiry,17,Tier 1
TCK00004821,APP0044009,Other,16,Tier 3
TCK00004822,APP0044046,Login,9,Tier 2
TCK00004823,APP0044061,Upload,22,Tier 1
TCK00004824,APP0044081,Status Inquiry,21,Tier 1
TCK00004825,APP0044086,Upload,19,Tier 1
TCK00004826,APP0044100,Upload,30,Tier 1
TCK00004827,APP0044128,Status Inquiry,28,Tier 1
TCK00004828,APP0044129,Login,19,Tier 1
TCK00004829,APP0044134,Status Inquiry,10,Tier 1
TCK00004830,APP0044140,Status Inquiry,7,Tier 1
TCK00004831,APP0044142,Status Inquiry,21,Tier 1
TCK00004832,APP0044148,Other,17,Tier 1
TCK00004833,APP0044152,Login,29,Tier 1
TCK00004834,APP0044158,Upload,15,Tier 1
TCK00004835,APP0044161,Status Inquiry,23,Tier 3
TCK00004836,APP0044164,Status Inquiry,15,Tier 1
TCK00004837,APP0044166,Status Inquiry,16,Tier 1
TCK00004838,APP0044177,Login,30,Tier 2
TCK00004839,APP0044187,Status Inquiry,16,Tier 1
TCK00004840,APP0044190,Status Inquiry,15,Tier 1
TCK00004841,APP0044197,Status Inquiry,20,Tier 2
TCK00004842,APP0044202,Login,38,Tier 1
TCK00004843,APP0044212,Upload,9,Tier 1
TCK00004844,APP0044214,Login,23,Tier 1
TCK00004845,APP0044217,Status Inquiry,5,Tier 1
TCK00004846,APP0044218,Upload,16,Tier 1
TCK00004847,APP0044219,Other,21,Tier 1
TCK00004848,APP0044222,Upload,22,Tier 1
TCK00004849,APP0044240,Upload,29,Tier 1
TCK00004850,APP0044248,Status Inquiry,8,Tier 1
TCK00004851,APP0044261,Other,9,Tier 1
TCK00004852,APP0044264,Status Inquiry,17,Tier 1
TCK00004853,APP0044276,Other,19,Tier 1
TCK00004854,APP0044307,Login,16,Tier 2
TCK00004855,APP0044337,Login,15,Tier 2
TCK00004856,APP0044341,Upload,12,Tier 1
TCK00004857,APP0044352,Status Inquiry,20,Tier 3
TCK00004858,APP0044404,Upload,14,Tier 1
TCK00004859,APP0044416,Upload,14,Tier 1
TCK00004860,APP0044418,Upload,27,Tier 1
TCK00004861,APP0044429,Upload,27,Tier 1
TCK00004862,APP0044451,Upload,22,Tier 1
TCK00004863,APP0044481,Upload,22,Tier 2
TCK00004864,APP0044502,Other,24,Tier 1
TCK00004865,APP0044506,Status Inquiry,35,Tier 1
TCK00004866,APP0044537,Upload,20,Tier 1
TCK00004867,APP0044557,Login,16,Tier 2
TCK00004868,APP0044567,Login,17,Tier 1
TCK00004869,APP0044572,Upload,21,Tier 1
TCK00004870,APP0044577,Upload,11,Tier 1
TCK00004871,APP0044580,Upload,17,Tier 1
TCK00004872,APP0044581,Other,9,Tier 2
TCK00004873,APP0044584,Upload,15,Tier 2
TCK00004874,APP0044597,Upload,20,Tier 2
TCK00004875,APP0044600,Login,18,Tier 1
TCK00004876,APP0044602,Status Inquiry,7,Tier 2
TCK00004877,APP0044605,Status Inquiry,8,Tier 2
TCK00004878,APP0044608,Login,12,Tier 1
TCK00004879,APP0044615,Status Inquiry,18,Tier 1
TCK00004880,APP0044618,Login,7,Tier 1
TCK00004881,APP0044621,Upload,1,Tier 1
TCK00004882,APP0044629,Upload,15,Tier 1
TCK00004883,APP0044630,Upload,23,Tier 2
TCK00004884,APP0044647,Login,27,Tier 1
TCK00004885,APP0044653,Login,22,Tier 1
TCK00004886,APP0044684,Upload,21,Tier 1
TCK00004887,APP0044686,Upload,19,Tier 1
TCK00004888,APP0044689,Upload,26,Tier 1
