Log_ID,Application_ID,Error_Code,Downtime_Minutes,Step_Failed
LOG00039027,APP0039027,None,0,Final Approval
LOG00039028,APP0039028,None,0,Final Approval
LOG00039029,APP0039029,None,0,Final Approval
LOG00039030,APP0039030,Timeout,12,KYC
LOG00039031,APP0039031,Upload Error,52,Final Approval
LOG00039032,APP0039032,None,0,Final Approval
LOG00039033,APP0039033,None,0,Final Approval
LOG00039034,APP0039034,None,0,Final Approval
LOG00039035,APP0039035,API Failure,11,KYC
LOG00039036,APP0039036,None,0,Final Approval
LOG00039037,APP0039037,Timeout,33,Form
LOG00039038,APP0039038,None,0,Final Approval
LOG00039039,APP0039039,Upload Error,6,Document Upload
LOG00039040,APP0039040,Timeout,51,Form
LOG00039041,APP0039041,Upload Error,58,Document Upload
LOG00039042,APP0039042,Timeout,6,Final Approval
LOG00039043,APP0039043,None,0,Final Approval
LOG00039044,APP0039044,Timeout,36,KYC
LOG00039045,APP0039045,None,0,Form
LOG00039046,APP0039046,None,0,Form
LOG00039047,APP0039047,None,0,Final Approval
LOG00039048,APP0039048,None,0,Form
LOG00039049,APP0039049,None,0,KYC
LOG00039050,APP0039050,API Failure,8,Form
LOG00039051,APP0039051,None,0,Final Approval
LOG00039052,APP0039052,None,0,Document Upload
LOG00039053,APP0039053,None,0,Final Approval
LOG00039054,APP0039054,Timeout,36,Final Approval
LOG00039055,APP0039055,None,0,Final Approval
LOG00039056,APP0039056,Upload Error,7,Document Upload
LOG00039057,APP0039057,None,0,Final Approval
LOG00039058,APP0039058,None,0,Final Approval
LOG00039059,APP0039059,None,0,Final Approval
LOG00039060,APP0039060,None,0,Final Approval
LOG00039061,APP0039061,None,0,Final Approval
LOG00039062,APP0039062,None,0,Final Approval
LOG00039063,APP0039063,Timeout,56,Final Approval
LOG00039064,APP0039064,None,0,Final Approval
LOG00039065,APP0039065,None,0,Final Approval
LOG00039066,APP0039066,API Failure,21,Final Approval
LOG00039067,APP0039067,Upload Error,43,Document Upload
LOG00039068,APP0039068,None,0,Final Approval
LOG00039069,APP0039069,None,0,Final Approval
LOG00039070,APP0039070,None,0,Final Approval
LOG00039071,APP0039071,None,0,Final Approval
LOG00039072,APP0039072,None,0,Final Approval
LOG00039073,APP0039073,API Failure,4,Document Upload
LOG00039074,APP0039074,None,0,Final Approval
LOG00039075,APP0039075,Timeout,43,Form
LOG00039076,APP0039076,None,0,Final Approval
LOG00039077,APP0039077,None,0,Final Approval
LOG00039078,APP0039078,None,0,Final Approval
LOG00039079,APP0039079,API Failure,6,Form
LOG00039080,APP0039080,API Failure,8,Form
LOG00039081,APP0039081,Upload Error,33,Document Upload
LOG00039082,APP0039082,None,0,Final Approval
LOG00039083,APP0039083,None,0,Final Approval
LOG00039084,APP0039084,Timeout,23,Final Approval
LOG00039085,APP0039085,None,0,Final Approval
LOG00039086,APP0039086,None,0,Final Approval
LOG00039087,APP0039087,None,0,Final Approval
LOG00039088,APP0039088,API Failure,29,KYC
LOG00039089,APP0039089,None,0,Final Approval
LOG00039090,APP0039090,None,0,Final Approval
LOG00039091,APP0039091,None,0,Final Approval
LOG00039092,APP0039092,None,0,Final Approval
LOG00039093,APP0039093,Timeout,14,Document Upload
LOG00039094,APP0039094,None,0,Final Approval
LOG00039095,APP0039095,None,0,Final Approval
LOG00039096,APP0039096,None,0,Final Approval
LOG00039097,APP0039097,Timeout,55,Final Approval
LOG00039098,APP0039098,None,0,Final Approval
LOG00039099,APP0039099,None,0,Final Approval
LOG00039100,APP0039100,API Failure,16,KYC
LOG00039101,APP0039101,None,0,Final Approval
LOG00039102,APP0039102,API Failure,26,Document Upload
LOG00039103,APP0039103,Upload Error,52,Form
LOG00039104,APP0039104,None,0,Final Approval
LOG00039105,APP0039105,None,0,Final Approval
LOG00039106,APP0039106,None,0,Final Approval
LOG00039107,APP0039107,Timeout,7,KYC
LOG00039108,APP0039108,None,0,Final Approval
LOG00039109,APP0039109,None,0,Final Approval
LOG00039110,APP0039110,None,0,Final Approval
LOG00039111,APP0039111,Upload Error,10,Form
LOG00039112,APP0039112,None,0,Final Approval
LOG00039113,APP0039113,Timeout,52,Final Approval
LOG00039114,APP0039114,None,0,KYC
LOG00039115,APP0039115,None,0,Final Approval
LOG00039116,APP0039116,None,0,Final Approval
LOG00039117,APP0039117,None,0,Final Approval
LOG00039118,APP0039118,None,0,Final Approval
LOG00039119,APP0039119,None,0,Final Approval
LOG00039120,APP0039120,Upload Error,21,Document Upload
LOG00039121,APP0039121,None,0,Final Approval
LOG00039122,APP0039122,None,0,Final Approval
LOG00039123,APP0039123,None,0,Final Approval
LOG00039124,APP0039124,Upload Error,30,Document Upload
LOG00039125,APP0039125,None,0,Final Approval
LOG00039126,APP0039126,None,0,Final Approval
LOG00039127,APP0039127,None,0,Final Approval
LOG00039128,APP0039128,None,0,Final Approval
LOG00039129,APP0039129,None,0,Final Approval
LOG00039130,APP0039130,None,0,Final Approval
LOG00039131,APP0039131,Timeout,19,Final Approval
LOG00039132,APP0039132,API Failure,50,Final Approval
LOG00039133,APP0039133,None,0,Final Approval
LOG00039134,APP0039134,API Failure,4,Final Approval
LOG00039135,APP0039135,None,0,Final Approval
LOG00039136,APP0039136,None,0,Final Approval
LOG00039137,APP0039137,None,0,Document Upload
LOG00039138,APP0039138,None,0,Form
LOG00039139,APP0039139,None,0,Final Approval
LOG00039140,APP0039140,None,0,Form
LOG00039141,APP0039141,Timeout,42,Final Approval
LOG00039142,APP0039142,None,0,Final Approval
LOG00039143,APP0039143,None,0,Final Approval
LOG00039144,APP0039144,None,0,Document Upload
LOG00039145,APP0039145,Upload Error,24,Document Upload
LOG00039146,APP0039146,None,0,Document Upload
LOG00039147,APP0039147,None,0,Form
LOG00039148,APP0039148,API Failure,34,Final Approval
LOG00039149,APP0039149,Upload Error,54,Form
LOG00039150,APP0039150,None,0,Form
LOG00039151,APP0039151,None,0,Final Approval
LOG00039152,APP0039152,None,0,KYC
LOG00039153,APP0039153,Timeout,40,Form
LOG00039154,APP0039154,None,0,Final Approval
LOG00039155,APP0039155,None,0,KYC
LOG00039156,APP0039156,None,0,Final Approval
LOG00039157,APP0039157,None,0,Final Approval
LOG00039158,APP0039158,None,0,Final Approval
LOG00039159,APP0039159,None,0,Final Approval
LOG00039160,APP0039160,None,0,Final Approval
LOG00039161,APP0039161,API Failure,19,Final Approval
LOG00039162,APP0039162,None,0,Final Approval
LOG00039163,APP0039163,None,0,Final Approval
LOG00039164,APP0039164,None,0,Final Approval
LOG00039165,APP0039165,None,0,Final Approval
LOG00039166,APP0039166,None,0,Final Approval
LOG00039167,APP0039167,None,0,Document Upload
LOG00039168,APP0039168,None,0,Final Approval
LOG00039169,APP0039169,None,0,Form
LOG00039170,APP0039170,None,0,KYC
LOG00039171,APP0039171,None,0,Form
LOG00039172,APP0039172,Timeout,1,Final Approval
LOG00039173,APP0039173,None,0,Final Approval
LOG00039174,APP0039174,None,0,Final Approval
LOG00039175,APP0039175,Timeout,30,Form
LOG00039176,APP0039176,None,0,Final Approval
LOG00039177,APP0039177,API Failure,50,Final Approval
LOG00039178,APP0039178,None,0,Final Approval
LOG00039179,APP0039179,None,0,Final Approval
LOG00039180,APP0039180,None,0,Final Approval
LOG00039181,APP0039181,None,0,Document Upload
LOG00039182,APP0039182,None,0,Final Approval
LOG00039183,APP0039183,Upload Error,53,Final Approval
LOG00039184,APP0039184,API Failure,12,Form
LOG00039185,APP0039185,Timeout,41,Form
LOG00039186,APP0039186,None,0,KYC
LOG00039187,APP0039187,None,0,Final Approval
LOG00039188,APP0039188,None,0,KYC
LOG00039189,APP0039189,None,0,Form
LOG00039190,APP0039190,None,0,Final Approval
LOG00039191,APP0039191,None,0,Final Approval
LOG00039192,APP0039192,Upload Error,49,Document Upload
LOG00039193,APP0039193,None,0,Final Approval
LOG00039194,APP0039194,Timeout,59,Final Approval
LOG00039195,APP0039195,None,0,KYC
LOG00039196,APP0039196,None,0,KYC
LOG00039197,APP0039197,None,0,Document Upload
LOG00039198,APP0039198,None,0,Final Approval
LOG00039199,APP0039199,None,0,Final Approval
LOG00039200,APP0039200,None,0,Final Approval
LOG00039201,APP0039201,None,0,Final Approval
LOG00039202,APP0039202,Timeout,41,Form
LOG00039203,APP0039203,None,0,Final Approval
LOG00039204,APP0039204,None,0,Final Approval
LOG00039205,APP0039205,None,0,Final Approval
LOG00039206,APP0039206,Timeout,4,Form
LOG00039207,APP0039207,None,0,Final Approval
LOG00039208,APP0039208,Timeout,1,Document Upload
LOG00039209,APP0039209,None,0,Final Approval
LOG00039210,APP0039210,None,0,Final Approval
LOG00039211,APP0039211,None,0,KYC
LOG00039212,APP0039212,None,0,Final Approval
LOG00039213,APP0039213,Upload Error,38,Final Approval
LOG00039214,APP0039214,None,0,Final Approval
LOG00039215,APP0039215,None,0,Final Approval
LOG00039216,APP0039216,API Failure,17,KYC
LOG00039217,APP0039217,None,0,KYC
LOG00039218,APP0039218,None,0,Final Approval
LOG00039219,APP0039219,None,0,Final Approval
LOG00039220,APP0039220,None,0,Final Approval
LOG00039221,APP0039221,None,0,Final Approval
LOG00039222,APP0039222,None,0,Final Approval
LOG00039223,APP0039223,None,0,Final Approval
LOG00039224,APP0039224,API Failure,35,Form
LOG00039225,APP0039225,Timeout,17,KYC
LOG00039226,APP0039226,Timeout,52,Final Approval
LOG00039227,APP0039227,None,0,Final Approval
LOG00039228,APP0039228,None,0,Final Approval
LOG00039229,APP0039229,None,0,Form
LOG00039230,APP0039230,API Failure,30,Form
LOG00039231,APP0039231,None,0,Document Upload
LOG00039232,APP0039232,None,0,Final Approval
LOG00039233,APP0039233,None,0,Final Approval
LOG00039234,APP0039234,None,0,Final Approval
LOG00039235,APP0039235,None,0,Final Approval
LOG00039236,APP0039236,None,0,Final Approval
LOG00039237,APP0039237,None,0,Final Approval
LOG00039238,APP0039238,None,0,Final Approval
LOG00039239,APP0039239,Timeout,28,Form
LOG00039240,APP0039240,None,0,Final Approval
LOG00039241,APP0039241,None,0,Final Approval
LOG00039242,APP0039242,Upload Error,37,Document Upload
LOG00039243,APP0039243,None,0,Form
LOG00039244,APP0039244,None,0,Final Approval
LOG00039245,APP0039245,None,0,Final Approval
LOG00039246,APP0039246,None,0,Final Approval
LOG00039247,APP0039247,None,0,Final Approval
LOG00039248,APP0039248,None,0,Final Approval
LOG00039249,APP0039249,Timeout,30,Document Upload
LOG00039250,APP0039250,None,0,Final Approval
LOG00039251,APP0039251,None,0,Final Approval
LOG00039252,APP0039252,None,0,Final Approval
LOG00039253,APP0039253,None,0,Final Approval
LOG00039254,APP0039254,API Failure,35,Form
LOG00039255,APP0039255,None,0,KYC
LOG00039256,APP0039256,API Failure,10,KYC
LOG00039257,APP0039257,None,0,Final Approval
LOG00039258,APP0039258,None,0,KYC
LOG00039259,APP0039259,None,0,Final Approval
LOG00039260,APP0039260,None,0,Final Approval
LOG00039261,APP0039261,None,0,Final Approval
LOG00039262,APP0039262,Upload Error,46,Document Upload
LOG00039263,APP0039263,None,0,Final Approval
LOG00039264,APP0039264,None,0,Final Approval
LOG00039265,APP0039265,Timeout,37,KYC
LOG00039266,APP0039266,None,0,Final Approval
LOG00039267,APP0039267,None,0,Final Approval
LOG00039268,APP0039268,None,0,Final Approval
LOG00039269,APP0039269,None,0,Form
LOG00039270,APP0039270,Upload Error,3,Document Upload
LOG00039271,APP0039271,None,0,Form
LOG00039272,APP0039272,None,0,Final Approval
LOG00039273,APP0039273,Timeout,58,KYC
LOG00039274,APP0039274,Timeout,15,KYC
LOG00039275,APP0039275,None,0,Final Approval
LOG00039276,APP0039276,None,0,Final Approval
LOG00039277,APP0039277,Timeout,24,Final Approval
LOG00039278,APP0039278,None,0,KYC
LOG00039279,APP0039279,None,0,Final Approval
LOG00039280,APP0039280,None,0,Final Approval
LOG00039281,APP0039281,None,0,Document Upload
LOG00039282,APP0039282,Timeout,25,Final Approval
LOG00039283,APP0039283,None,0,Final Approval
LOG00039284,APP0039284,Timeout,10,Final Approval
LOG00039285,APP0039285,None,0,Form
LOG00039286,APP0039286,None,0,Final Approval
LOG00039287,APP0039287,None,0,Final Approval
LOG00039288,APP0039288,Timeout,12,Form
LOG00039289,APP0039289,Upload Error,15,Document Upload
LOG00039290,APP0039290,None,0,Final Approval
LOG00039291,APP0039291,None,0,Final Approval
LOG00039292,APP0039292,None,0,Final Approval
LOG00039293,APP0039293,None,0,Final Approval
LOG00039294,APP0039294,Timeout,39,Form
LOG00039295,APP0039295,None,0,Final Approval
LOG00039296,APP0039296,None,0,Final Approval
LOG00039297,APP0039297,None,0,Final Approval
LOG00039298,APP0039298,None,0,Final Approval
LOG00039299,APP0039299,None,0,Final Approval
LOG00039300,APP0039300,None,0,Final Approval
LOG00039301,APP0039301,Timeout,38,Final Approval
LOG00039302,APP0039302,None,0,Final Approval
LOG00039303,APP0039303,None,0,Final Approval
LOG00039304,APP0039304,None,0,Final Approval
LOG00039305,APP0039305,None,0,Document Upload
LOG00039306,APP0039306,Upload Error,58,Document Upload
LOG00039307,APP0039307,Timeout,28,KYC
LOG00039308,APP0039308,None,0,KYC
LOG00039309,APP0039309,None,0,Final Approval
LOG00039310,APP0039310,API Failure,50,KYC
LOG00039311,APP0039311,None,0,Final Approval
LOG00039312,APP0039312,None,0,Form
LOG00039313,APP0039313,None,0,Final Approval
LOG00039314,APP0039314,None,0,Final Approval
LOG00039315,APP0039315,None,0,Final Approval
LOG00039316,APP0039316,None,0,Document Upload
LOG00039317,APP0039317,None,0,Final Approval
LOG00039318,APP0039318,Timeout,27,Form
LOG00039319,APP0039319,None,0,Final Approval
LOG00039320,APP0039320,API Failure,16,Form
LOG00039321,APP0039321,API Failure,11,Document Upload
LOG00039322,APP0039322,None,0,Final Approval
LOG00039323,APP0039323,Upload Error,49,Document Upload
LOG00039324,APP0039324,None,0,Document Upload
LOG00039325,APP0039325,Upload Error,39,Document Upload
LOG00039326,APP0039326,None,0,Final Approval
LOG00039327,APP0039327,None,0,Final Approval
LOG00039328,APP0039328,None,0,Form
LOG00039329,APP0039329,Timeout,7,KYC
LOG00039330,APP0039330,None,0,KYC
LOG00039331,APP0039331,API Failure,7,KYC
LOG00039332,APP0039332,None,0,Final Approval
LOG00039333,APP0039333,None,0,Final Approval
LOG00039334,APP0039334,None,0,Form
LOG00039335,APP0039335,Upload Error,30,Form
LOG00039336,APP0039336,None,0,Form
LOG00039337,APP0039337,None,0,Form
LOG00039338,APP0039338,None,0,Final Approval
LOG00039339,APP0039339,None,0,Final Approval
LOG00039340,APP0039340,None,0,Final Approval
LOG00039341,APP0039341,None,0,Final Approval
LOG00039342,APP0039342,None,0,KYC
LOG00039343,APP0039343,None,0,Final Approval
LOG00039344,APP0039344,None,0,Final Approval
LOG00039345,APP0039345,None,0,Final Approval
LOG00039346,APP0039346,API Failure,48,KYC
LOG00039347,APP0039347,None,0,Form
LOG00039348,APP0039348,None,0,Document Upload
LOG00039349,APP0039349,None,0,Final Approval
LOG00039350,APP0039350,None,0,Final Approval
LOG00039351,APP0039351,API Failure,41,KYC
LOG00039352,APP0039352,None,0,Final Approval
LOG00039353,APP0039353,None,0,Form
LOG00039354,APP0039354,None,0,Final Approval
LOG00039355,APP0039355,None,0,Final Approval
LOG00039356,APP0039356,None,0,Final Approval
LOG00039357,APP0039357,None,0,Document Upload
LOG00039358,APP0039358,None,0,Form
LOG00039359,APP0039359,Timeout,44,Final Approval
LOG00039360,APP0039360,None,0,Form
LOG00039361,APP0039361,None,0,Final Approval
LOG00039362,APP0039362,None,0,Final Approval
LOG00039363,APP0039363,None,0,Final Approval
LOG00039364,APP0039364,None,0,Final Approval
LOG00039365,APP0039365,None,0,Final Approval
LOG00039366,APP0039366,None,0,Final Approval
LOG00039367,APP0039367,None,0,Final Approval
LOG00039368,APP0039368,None,0,Document Upload
LOG00039369,APP0039369,None,0,Final Approval
LOG00039370,APP0039370,None,0,Final Approval
LOG00039371,APP0039371,None,0,Final Approval
LOG00039372,APP0039372,None,0,Final Approval
LOG00039373,APP0039373,Timeout,24,Form
LOG00039374,APP0039374,None,0,Final Approval
LOG00039375,APP0039375,None,0,Final Approval
LOG00039376,APP0039376,None,0,Form
LOG00039377,APP0039377,Timeout,34,KYC
LOG00039378,APP0039378,None,0,Document Upload
LOG00039379,APP0039379,API Failure,27,Final Approval
LOG00039380,APP0039380,API Failure,52,KYC
LOG00039381,APP0039381,None,0,Final Approval
LOG00039382,APP0039382,None,0,Final Approval
LOG00039383,APP0039383,None,0,Document Upload
LOG00039384,APP0039384,None,0,Form
LOG00039385,APP0039385,Timeout,18,Final Approval
LOG00039386,APP0039386,None,0,Document Upload
LOG00039387,APP0039387,Upload Error,4,Final Approval
LOG00039388,APP0039388,None,0,Final Approval
LOG00039389,APP0039389,None,0,Final Approval
LOG00039390,APP0039390,API Failure,21,KYC
LOG00039391,APP0039391,None,0,Final Approval
LOG00039392,APP0039392,None,0,Form
LOG00039393,APP0039393,None,0,Final Approval
LOG00039394,APP0039394,None,0,KYC
LOG00039395,APP0039395,None,0,Document Upload
LOG00039396,APP0039396,None,0,Final Approval
LOG00039397,APP0039397,Upload Error,9,Document Upload
LOG00039398,APP0039398,None,0,KYC
LOG00039399,APP0039399,None,0,Final Approval
LOG00039400,APP0039400,None,0,Form
LOG00039401,APP0039401,None,0,Final Approval
LOG00039402,APP0039402,API Failure,1,Form
LOG00039403,APP0039403,None,0,KYC
LOG00039404,APP0039404,None,0,Form
LOG00039405,APP0039405,None,0,Document Upload
LOG00039406,APP0039406,None,0,Final Approval
LOG00039407,APP0039407,None,0,Final Approval
LOG00039408,APP0039408,None,0,Document Upload
LOG00039409,APP0039409,None,0,Document Upload
LOG00039410,APP0039410,None,0,Final Approval
LOG00039411,APP0039411,Upload Error,55,Final Approval
LOG00039412,APP0039412,None,0,Document Upload
LOG00039413,APP0039413,None,0,Final Approval
LOG00039414,APP0039414,None,0,KYC
LOG00039415,APP0039415,None,0,Final Approval
LOG00039416,APP0039416,None,0,KYC
LOG00039417,APP0039417,None,0,Final Approval
LOG00039418,APP0039418,None,0,Final Approval
LOG00039419,APP0039419,None,0,Final Approval
LOG00039420,APP0039420,None,0,Final Approval
LOG00039421,APP0039421,None,0,Form
LOG00039422,APP0039422,None,0,Final Approval
LOG00039423,APP0039423,None,0,Document Upload
LOG00039424,APP0039424,None,0,KYC
LOG00039425,APP0039425,None,0,Form
LOG00039426,APP0039426,None,0,Final Approval
LOG00039427,APP0039427,None,0,Document Upload
LOG00039428,APP0039428,Timeout,28,Document Upload
LOG00039429,APP0039429,None,0,Final Approval
LOG00039430,APP0039430,None,0,Form
LOG00039431,APP0039431,None,0,Final Approval
LOG00039432,APP0039432,None,0,Document Upload
LOG00039433,APP0039433,Upload Error,51,Document Upload
LOG00039434,APP0039434,None,0,Form
LOG00039435,APP0039435,None,0,Form
LOG00039436,APP0039436,None,0,Form
LOG00039437,APP0039437,None,0,Final Approval
LOG00039438,APP0039438,None,0,Final Approval
LOG00039439,APP0039439,None,0,Final Approval
LOG00039440,APP0039440,API Failure,35,Final Approval
LOG00039441,APP0039441,None,0,Document Upload
LOG00039442,APP0039442,None,0,KYC
LOG00039443,APP0039443,Upload Error,12,Final Approval
LOG00039444,APP0039444,Timeout,19,Final Approval
LOG00039445,APP0039445,None,0,Final Approval
LOG00039446,APP0039446,Timeout,3,Form
LOG00039447,APP0039447,Upload Error,55,Final Approval
LOG00039448,APP0039448,Timeout,50,Form
LOG00039449,APP0039449,None,0,Final Approval
LOG00039450,APP0039450,None,0,Document Upload
LOG00039451,APP0039451,Timeout,36,Form
LOG00039452,APP0039452,None,0,Final Approval
LOG00039453,APP0039453,None,0,Final Approval
LOG00039454,APP0039454,None,0,Final Approval
LOG00039455,APP0039455,None,0,Final Approval
LOG00039456,APP0039456,Timeout,30,KYC
LOG00039457,APP0039457,None,0,Final Approval
LOG00039458,APP0039458,None,0,KYC
LOG00039459,APP0039459,None,0,Document Upload
LOG00039460,APP0039460,None,0,Final Approval
LOG00039461,APP0039461,None,0,Final Approval
LOG00039462,APP0039462,Upload Error,44,KYC
LOG00039463,APP0039463,None,0,Document Upload
LOG00039464,APP0039464,None,0,Final Approval
LOG00039465,APP0039465,None,0,Form
LOG00039466,APP0039466,None,0,Final Approval
LOG00039467,APP0039467,None,0,KYC
LOG00039468,APP0039468,None,0,Final Approval
LOG00039469,APP0039469,Upload Error,26,Final Approval
LOG00039470,APP0039470,None,0,Final Approval
LOG00039471,APP0039471,None,0,Final Approval
LOG00039472,APP0039472,None,0,Final Approval
LOG00039473,APP0039473,None,0,Final Approval
LOG00039474,APP0039474,None,0,Final Approval
LOG00039475,APP0039475,None,0,Final Approval
LOG00039476,APP0039476,None,0,Final Approval
LOG00039477,APP0039477,Timeout,48,Final Approval
LOG00039478,APP0039478,None,0,Final Approval
LOG00039479,APP0039479,None,0,Final Approval
LOG00039480,APP0039480,Timeout,40,KYC
LOG00039481,APP0039481,None,0,Final Approval
LOG00039482,APP0039482,None,0,Document Upload
LOG00039483,APP0039483,None,0,Final Approval
LOG00039484,APP0039484,None,0,Final Approval
LOG00039485,APP0039485,None,0,KYC
LOG00039486,APP0039486,None,0,Final Approval
LOG00039487,APP0039487,None,0,Final Approval
LOG00039488,APP0039488,None,0,Form
LOG00039489,APP0039489,None,0,Final Approval
LOG00039490,APP0039490,None,0,Final Approval
LOG00039491,APP0039491,None,0,Final Approval
LOG00039492,APP0039492,None,0,Final Approval
LOG00039493,APP0039493,None,0,KYC
LOG00039494,APP0039494,None,0,Final Approval
LOG00039495,APP0039495,None,0,Document Upload
LOG00039496,APP0039496,None,0,Final Approval
LOG00039497,APP0039497,None,0,Document Upload
LOG00039498,APP0039498,None,0,Form
LOG00039499,APP0039499,None,0,Final Approval
LOG00039500,APP0039500,None,0,KYC
LOG00039501,APP0039501,None,0,Final Approval
LOG00039502,APP0039502,Upload Error,41,Document Upload
LOG00039503,APP0039503,None,0,Form
LOG00039504,APP0039504,None,0,Final Approval
LOG00039505,APP0039505,API Failure,19,Document Upload
LOG00039506,APP0039506,None,0,Final Approval
LOG00039507,APP0039507,None,0,Final Approval
LOG00039508,APP0039508,None,0,Final Approval
LOG00039509,APP0039509,None,0,Final Approval
LOG00039510,APP0039510,None,0,Form
LOG00039511,APP0039511,None,0,Document Upload
LOG00039512,APP0039512,None,0,Form
LOG00039513,APP0039513,None,0,Final Approval
LOG00039514,APP0039514,None,0,KYC
LOG00039515,APP0039515,None,0,Final Approval
LOG00039516,APP0039516,None,0,Final Approval
LOG00039517,APP0039517,None,0,Document Upload
LOG00039518,APP0039518,None,0,Final Approval
LOG00039519,APP0039519,None,0,Final Approval
LOG00039520,APP0039520,None,0,Final Approval
LOG00039521,APP0039521,None,0,KYC
LOG00039522,APP0039522,Timeout,1,KYC
LOG00039523,APP0039523,Timeout,21,Document Upload
LOG00039524,APP0039524,None,0,Form
LOG00039525,APP0039525,Upload Error,39,Final Approval
LOG00039526,APP0039526,None,0,Final Approval
LOG00039527,APP0039527,None,0,Final Approval
LOG00039528,APP0039528,None,0,Final Approval
LOG00039529,APP0039529,None,0,Final Approval
LOG00039530,APP0039530,None,0,Final Approval
LOG00039531,APP0039531,None,0,Final Approval
LOG00039532,APP0039532,None,0,Final Approval
LOG00039533,APP0039533,None,0,Final Approval
LOG00039534,APP0039534,None,0,Final Approval
LOG00039535,APP0039535,Timeout,10,Document Upload
LOG00039536,APP0039536,None,0,Document Upload
LOG00039537,APP0039537,None,0,Document Upload
LOG00039538,APP0039538,API Failure,51,Form
LOG00039539,APP0039539,None,0,Final Approval
LOG00039540,APP0039540,None,0,Document Upload
LOG00039541,APP0039541,API Failure,7,Form
LOG00039542,APP0039542,Timeout,25,Form
LOG00039543,APP0039543,None,0,Final Approval
LOG00039544,APP0039544,None,0,Final Approval
LOG00039545,APP0039545,Upload Error,32,Document Upload
LOG00039546,APP0039546,None,0,Document Upload
LOG00039547,APP0039547,None,0,Document Upload
LOG00039548,APP0039548,None,0,Form
LOG00039549,APP0039549,None,0,KYC
LOG00039550,APP0039550,Timeout,44,Final Approval
LOG00039551,APP0039551,None,0,Final Approval
LOG00039552,APP0039552,None,0,Form
LOG00039553,APP0039553,None,0,Final Approval
LOG00039554,APP0039554,API Failure,26,Form
LOG00039555,APP0039555,None,0,Document Upload
LOG00039556,APP0039556,None,0,Form
LOG00039557,APP0039557,API Failure,47,KYC
LOG00039558,APP0039558,None,0,Final Approval
LOG00039559,APP0039559,Timeout,42,Document Upload
LOG00039560,APP0039560,Upload Error,37,Document Upload
LOG00039561,APP0039561,None,0,Final Approval
LOG00039562,APP0039562,None,0,Final Approval
LOG00039563,APP0039563,None,0,Final Approval
LOG00039564,APP0039564,None,0,Final Approval
LOG00039565,APP0039565,None,0,Final Approval
LOG00039566,APP0039566,None,0,Final Approval
LOG00039567,APP0039567,None,0,Final Approval
LOG00039568,APP0039568,None,0,Final Approval
LOG00039569,APP0039569,None,0,Final Approval
LOG00039570,APP0039570,None,0,Final Approval
LOG00039571,APP0039571,None,0,Final Approval
LOG00039572,APP0039572,None,0,KYC
LOG00039573,APP0039573,API Failure,30,Document Upload
LOG00039574,APP0039574,None,0,Final Approval
LOG00039575,APP0039575,None,0,Final Approval
LOG00039576,APP0039576,Upload Error,33,Final Approval
LOG00039577,APP0039577,None,0,Final Approval
LOG00039578,APP0039578,Upload Error,14,Final Approval
LOG00039579,APP0039579,None,0,Final Approval
LOG00039580,APP0039580,None,0,Final Approval
LOG00039581,APP0039581,None,0,Final Approval
LOG00039582,APP0039582,Timeout,28,Form
LOG00039583,APP0039583,None,0,Final Approval
LOG00039584,APP0039584,None,0,Final Approval
LOG00039585,APP0039585,Timeout,35,Final Approval
LOG00039586,APP0039586,Timeout,6,Form
LOG00039587,APP0039587,Upload Error,34,Document Upload
LOG00039588,APP0039588,None,0,Final Approval
LOG00039589,APP0039589,None,0,Final Approval
LOG00039590,APP0039590,None,0,Final Approval
LOG00039591,APP0039591,None,0,Final Approval
LOG00039592,APP0039592,None,0,Final Approval
LOG00039593,APP0039593,None,0,Final Approval
LOG00039594,APP0039594,Upload Error,32,Document Upload
LOG00039595,APP0039595,None,0,Final Approval
LOG00039596,APP0039596,API Failure,31,Final Approval
LOG00039597,APP0039597,None,0,Final Approval
LOG00039598,APP0039598,None,0,Final Approval
LOG00039599,APP0039599,Timeout,44,Form
LOG00039600,APP0039600,None,0,Final Approval
LOG00039601,APP0039601,None,0,Final Approval
LOG00039602,APP0039602,Timeout,22,Final Approval
LOG00039603,APP0039603,API Failure,25,KYC
LOG00039604,APP0039604,None,0,Final Approval
LOG00039605,APP0039605,None,0,Form
LOG00039606,APP0039606,None,0,Final Approval
LOG00039607,APP0039607,API Failure,43,Final Approval
LOG00039608,APP0039608,Timeout,33,Form
LOG00039609,APP0039609,Timeout,18,Form
LOG00039610,APP0039610,None,0,Final Approval
LOG00039611,APP0039611,None,0,Final Approval
LOG00039612,APP0039612,None,0,Final Approval
LOG00039613,APP0039613,None,0,Form
LOG00039614,APP0039614,Timeout,14,KYC
LOG00039615,APP0039615,None,0,Final Approval
LOG00039616,APP0039616,None,0,Final Approval
LOG00039617,APP0039617,None,0,Final Approval
LOG00039618,APP0039618,None,0,Final Approval
LOG00039619,APP0039619,Timeout,16,Form
LOG00039620,APP0039620,Upload Error,45,Document Upload
LOG00039621,APP0039621,None,0,Final Approval
LOG00039622,APP0039622,API Failure,14,Final Approval
LOG00039623,APP0039623,None,0,Final Approval
LOG00039624,APP0039624,None,0,Document Upload
LOG00039625,APP0039625,None,0,Final Approval
LOG00039626,APP0039626,None,0,Final Approval
LOG00039627,APP0039627,None,0,Final Approval
LOG00039628,APP0039628,None,0,Final Approval
