Customer_ID,Age,Gender,Location,Occupation,Income_Band,Risk_Segment
CUST0040690,40,Male,London,Employed - Full Time,High,High
CUST0040691,43,Male,Manchester,Student,High,High
CUST0040692,53,Male,Leeds,Employed - Full Time,Medium,Medium
CUST0040693,33,Female,Glasgow,Self-Employed,Medium,Medium
CUST0040694,31,Male,Edinburgh,Employed - Full Time,Medium,High
CUST0040695,25,Female,Liverpool,Employed - Full Time,Low,Low
CUST0040696,30,Female,Bristol,Self-Employed,Low,Low
CUST0040697,24,Male,London,Retired,Medium,Low
CUST0040698,26,Male,Liverpool,Employed - Full Time,Medium,Low
CUST0040699,26,Male,Newcastle,Employed - Part Time,Medium,Medium
CUST0040700,45,Male,London,Student,Medium,Low
CUST0040701,26,Male,Edinburgh,Employed - Full Time,High,Low
CUST0040702,34,Female,Edinburgh,Retired,Low,Low
CUST0040703,51,Female,London,Employed - Full Time,High,Medium
CUST0040704,25,Female,Glasgow,Employed - Full Time,High,Low
CUST0040705,55,Male,London,Unemployed,Low,Medium
CUST0040706,23,Female,Manchester,Employed - Full Time,Low,Low
CUST0040707,42,Male,Belfast,Unemployed,Medium,Low
CUST0040708,39,Female,Manchester,Employed - Full Time,Medium,Medium
CUST0040709,43,Female,Southampton,Employed - Full Time,Low,Medium
CUST0040710,40,Male,Leicester,Employed - Full Time,Low,Low
CUST0040711,51,Female,Cardiff,Student,Medium,Low
CUST0040712,28,Other/Prefer not to say,Glasgow,Unemployed,Medium,Low
CUST0040713,32,Female,Liverpool,Self-Employed,Medium,Low
CUST0040714,74,Male,Leeds,Retired,Medium,Low
CUST0040715,28,Female,Manchester,Self-Employed,Medium,High
CUST0040716,31,Female,London,Employed - Full Time,Medium,Medium
CUST0040717,29,Male,London,Employed - Full Time,Low,Medium
CUST0040718,18,Female,London,Employed - Full Time,Low,Medium
CUST0040719,28,Female,London,Employed - Full Time,Medium,Low
CUST0040720,38,Male,London,Unemployed,Medium,Low
CUST0040721,38,Female,Sheffield,Employed - Full Time,Low,Medium
CUST0040722,39,Female,Birmingham,Student,Medium,Medium
CUST0040723,39,Other/Prefer not to say,Liverpool,Employed - Full Time,Low,Medium
CUST0040724,56,Female,London,Employed - Part Time,Low,Medium
CUST0040725,24,Female,Nottingham,Self-Employed,High,High
CUST0040726,31,Female,Sheffield,Employed - Full Time,Low,Low
CUST0040727,38,Male,London,Unemployed,Low,Low
CUST0040728,43,Female,Southampton,Employed - Full Time,High,Low
CUST0040729,22,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0040730,59,Other/Prefer not to say,Sheffield,Employed - Full Time,High,Medium
CUST0040731,19,Female,London,Employed - Full Time,Low,High
CUST0040732,25,Female,Cardiff,Employed - Full Time,High,Medium
CUST0040733,49,Female,London,Unemployed,Low,Low
CUST0040734,33,Male,Nottingham,Unemployed,Medium,Medium
CUST0040735,24,Male,Newcastle,Employed - Full Time,High,Low
CUST0040736,26,Male,Birmingham,Employed - Full Time,Low,Low
CUST0040737,35,Female,Glasgow,Employed - Full Time,Medium,High
CUST0040738,70,Male,Belfast,Retired,Low,Low
CUST0040739,49,Male,London,Employed - Part Time,Low,Medium
CUST0040740,55,Male,London,Retired,Low,Medium
CUST0040741,53,Female,London,Employed - Full Time,High,Low
CUST0040742,33,Female,London,Employed - Full Time,High,Low
CUST0040743,32,Male,London,Retired,High,Low
CUST0040744,51,Female,Sheffield,Employed - Full Time,Medium,High
CUST0040745,27,Female,Belfast,Employed - Full Time,Medium,Medium
CUST0040746,21,Female,London,Employed - Full Time,Low,Medium
CUST0040747,45,Female,Belfast,Employed - Full Time,Low,Low
CUST0040748,58,Female,London,Employed - Full Time,Medium,Low
CUST0040749,79,Male,London,Student,Low,Low
CUST0040750,54,Female,Leicester,Employed - Full Time,High,Medium
CUST0040751,28,Female,Bristol,Employed - Full Time,Medium,Low
CUST0040752,43,Female,London,Employed - Full Time,Medium,Medium
CUST0040753,48,Female,Glasgow,Employed - Full Time,Low,Low
CUST0040754,40,Male,Liverpool,Student,Medium,Low
CUST0040755,54,Other/Prefer not to say,London,Unemployed,Medium,Low
CUST0040756,26,Female,Leeds,Employed - Full Time,Medium,Low
CUST0040757,42,Male,London,Employed - Full Time,Medium,Medium
CUST0040758,60,Male,London,Employed - Full Time,Low,Medium
CUST0040759,20,Female,Edinburgh,Employed - Full Time,Medium,Low
CUST0040760,26,Male,Nottingham,Self-Employed,Medium,Medium
CUST0040761,23,Male,Bristol,Employed - Part Time,Low,Medium
CUST0040762,32,Female,Leeds,Student,Low,Low
CUST0040763,40,Male,London,Employed - Full Time,High,Low
CUST0040764,20,Male,Birmingham,Retired,Medium,Medium
CUST0040765,49,Female,Newcastle,Retired,Low,Low
CUST0040766,42,Male,Liverpool,Employed - Part Time,Low,Medium
CUST0040767,52,Female,Glasgow,Retired,Low,Low
CUST0040768,38,Male,London,Employed - Full Time,Low,Low
CUST0040769,23,Male,Birmingham,Employed - Full Time,Low,Low
CUST0040770,35,Male,Birmingham,Retired,High,Low
CUST0040771,39,Female,Southampton,Student,Low,Medium
CUST0040772,46,Male,Bristol,Employed - Part Time,Low,Medium
CUST0040773,39,Other/Prefer not to say,Edinburgh,Employed - Full Time,Medium,Low
CUST0040774,21,Female,London,Self-Employed,Medium,Low
CUST0040775,43,Male,Glasgow,Employed - Full Time,Low,Medium
CUST0040776,70,Female,London,Employed - Full Time,High,High
CUST0040777,30,Male,Sheffield,Student,Medium,Medium
CUST0040778,54,Female,Sheffield,Self-Employed,Medium,Low
CUST0040779,35,Female,Bristol,Employed - Full Time,High,Low
CUST0040780,24,Female,Nottingham,Employed - Part Time,Medium,Medium
CUST0040781,40,Male,Leeds,Employed - Full Time,Low,Low
CUST0040782,63,Female,London,Employed - Full Time,Medium,Medium
CUST0040783,43,Female,Cardiff,Employed - Full Time,Medium,High
CUST0040784,32,Male,Bristol,Unemployed,Medium,Low
CUST0040785,25,Female,Manchester,Employed - Full Time,Medium,Medium
CUST0040786,44,Female,London,Employed - Full Time,Low,High
CUST0040787,42,Female,Liverpool,Employed - Part Time,High,Low
CUST0040788,27,Female,London,Student,Low,Low
CUST0040789,38,Female,Birmingham,Self-Employed,Low,Low
CUST0040790,44,Female,Edinburgh,Employed - Full Time,Medium,Medium
CUST0040791,57,Male,Liverpool,Employed - Full Time,Low,Low
CUST0040792,48,Female,Edinburgh,Student,High,Medium
CUST0040793,27,Other/Prefer not to say,Manchester,Employed - Full Time,Low,Low
CUST0040794,37,Female,London,Retired,Low,Low
CUST0040795,19,Male,Liverpool,Retired,High,High
CUST0040796,59,Female,Cardiff,Student,Medium,Low
CUST0040797,48,Male,Cardiff,Employed - Full Time,Medium,High
CUST0040798,47,Female,Nottingham,Student,Medium,Low
CUST0040799,36,Female,Birmingham,Retired,Medium,Low
CUST0040800,44,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0040801,32,Female,Newcastle,Self-Employed,High,Medium
CUST0040802,20,Male,Cardiff,Retired,Medium,Low
CUST0040803,25,Male,Manchester,Retired,Medium,Medium
CUST0040804,49,Male,Manchester,Unemployed,High,Low
CUST0040805,22,Female,Manchester,Employed - Full Time,Medium,Medium
CUST0040806,40,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0040807,27,Female,Nottingham,Self-Employed,Medium,Medium
CUST0040808,19,Male,Liverpool,Employed - Part Time,Low,Medium
CUST0040809,42,Female,Belfast,Employed - Full Time,High,Low
CUST0040810,26,Female,Bristol,Self-Employed,Medium,Low
CUST0040811,44,Female,Southampton,Unemployed,Low,High
CUST0040812,43,Female,Belfast,Employed - Full Time,High,Medium
CUST0040813,38,Other/Prefer not to say,Glasgow,Retired,Low,Low
CUST0040814,21,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0040815,52,Female,Cardiff,Student,Medium,Low
CUST0040816,24,Male,London,Employed - Full Time,Medium,Medium
CUST0040817,27,Male,Sheffield,Employed - Full Time,High,Medium
CUST0040818,51,Female,London,Retired,Medium,Low
CUST0040819,23,Other/Prefer not to say,London,Employed - Full Time,Medium,Low
CUST0040820,57,Female,Leicester,Employed - Full Time,Medium,High
CUST0040821,29,Male,London,Employed - Full Time,Low,Low
CUST0040822,68,Male,Glasgow,Employed - Full Time,Medium,Low
CUST0040823,34,Male,Belfast,Self-Employed,Medium,Low
CUST0040824,35,Female,Glasgow,Employed - Full Time,Low,Medium
CUST0040825,39,Female,Glasgow,Self-Employed,High,Medium
CUST0040826,40,Male,Sheffield,Employed - Full Time,Medium,Medium
CUST0040827,19,Female,Southampton,Employed - Full Time,High,Low
CUST0040828,18,Female,Liverpool,Self-Employed,Medium,Low
CUST0040829,52,Male,London,Employed - Full Time,Medium,Low
CUST0040830,35,Female,London,Employed - Full Time,High,Low
CUST0040831,31,Female,Belfast,Employed - Full Time,High,Medium
CUST0040832,24,Female,Glasgow,Unemployed,High,Low
CUST0040833,29,Female,London,Self-Employed,High,Medium
CUST0040834,78,Female,Glasgow,Employed - Full Time,Medium,Low
CUST0040835,37,Female,Leeds,Employed - Full Time,Low,Medium
CUST0040836,39,Female,Leeds,Retired,Low,Medium
CUST0040837,39,Female,Birmingham,Employed - Full Time,High,Low
CUST0040838,22,Male,Leeds,Employed - Full Time,High,Medium
CUST0040839,47,Other/Prefer not to say,Bristol,Employed - Full Time,Low,Medium
CUST0040840,48,Male,Newcastle,Employed - Full Time,Medium,Low
CUST0040841,36,Female,London,Unemployed,Medium,Medium
CUST0040842,35,Female,Liverpool,Employed - Full Time,Medium,Low
CUST0040843,44,Female,Bristol,Self-Employed,High,Low
CUST0040844,30,Female,Nottingham,Employed - Full Time,Low,Medium
CUST0040845,54,Male,Newcastle,Self-Employed,High,Low
CUST0040846,29,Female,Bristol,Employed - Full Time,Low,Medium
CUST0040847,41,Female,Cardiff,Employed - Full Time,Low,Medium
CUST0040848,62,Female,London,Employed - Part Time,Low,Low
CUST0040849,37,Female,London,Student,Medium,Medium
CUST0040850,47,Female,Sheffield,Employed - Full Time,Low,Low
CUST0040851,32,Male,Bristol,Employed - Full Time,Low,Medium
CUST0040852,28,Male,Bristol,Retired,Low,Low
CUST0040853,36,Male,London,Employed - Full Time,Medium,Low
CUST0040854,27,Male,London,Employed - Full Time,Low,Medium
CUST0040855,54,Male,Glasgow,Employed - Full Time,Low,Medium
CUST0040856,19,Male,London,Self-Employed,Medium,Low
CUST0040857,34,Male,London,Self-Employed,Medium,Medium
CUST0040858,47,Female,Leicester,Retired,Low,Medium
CUST0040859,43,Female,Liverpool,Employed - Full Time,Low,Medium
CUST0040860,31,Male,Birmingham,Unemployed,Medium,Medium
CUST0040861,52,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0040862,29,Male,Glasgow,Student,Medium,Low
CUST0040863,41,Female,Bristol,Employed - Full Time,Low,Low
CUST0040864,35,Female,Birmingham,Employed - Full Time,High,Low
CUST0040865,29,Female,Cardiff,Employed - Full Time,Medium,Medium
CUST0040866,53,Female,Birmingham,Employed - Full Time,Low,Medium
CUST0040867,21,Female,Leeds,Student,Low,Low
CUST0040868,37,Male,Manchester,Employed - Full Time,Low,Low
CUST0040869,54,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0040870,37,Female,London,Student,Medium,Low
CUST0040871,20,Female,Leeds,Retired,Medium,Medium
CUST0040872,44,Male,Bristol,Student,Low,Low
CUST0040873,40,Female,Leeds,Self-Employed,Low,Medium
CUST0040874,29,Male,London,Self-Employed,Low,High
CUST0040875,18,Female,London,Employed - Full Time,Medium,Low
CUST0040876,42,Female,Manchester,Employed - Full Time,Medium,Low
CUST0040877,27,Female,Glasgow,Unemployed,Low,Low
CUST0040878,72,Male,London,Unemployed,Low,Medium
CUST0040879,33,Male,Manchester,Employed - Full Time,High,Low
CUST0040880,39,Male,Coventry,Student,Medium,Low
CUST0040881,52,Other/Prefer not to say,Coventry,Employed - Full Time,High,Low
CUST0040882,44,Female,Manchester,Self-Employed,Medium,Low
CUST0040883,22,Male,Liverpool,Unemployed,High,High
CUST0040884,51,Male,Birmingham,Student,Low,Medium
CUST0040885,19,Male,Glasgow,Employed - Part Time,Low,Low
CUST0040886,42,Male,Leeds,Student,High,High
CUST0040887,54,Male,Manchester,Employed - Part Time,Low,Medium
CUST0040888,71,Male,London,Employed - Full Time,Medium,High
CUST0040889,54,Female,Nottingham,Employed - Full Time,Medium,Medium
CUST0040890,25,Male,London,Employed - Full Time,Medium,Low
CUST0040891,27,Female,Leeds,Employed - Full Time,Low,Low
CUST0040892,39,Male,Edinburgh,Employed - Part Time,Medium,Medium
CUST0040893,25,Male,Sheffield,Employed - Full Time,High,Medium
CUST0040894,25,Male,London,Employed - Full Time,Low,Medium
CUST0040895,66,Female,Manchester,Employed - Full Time,High,Medium
CUST0040896,29,Female,Birmingham,Employed - Full Time,Low,Medium
CUST0040897,38,Female,Cardiff,Employed - Part Time,High,Medium
CUST0040898,43,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0040899,34,Female,London,Self-Employed,Low,Low
CUST0040900,36,Female,Bristol,Unemployed,Medium,Medium
CUST0040901,32,Male,Manchester,Employed - Full Time,Medium,Low
CUST0040902,36,Female,London,Employed - Full Time,High,Medium
CUST0040903,57,Female,Edinburgh,Employed - Full Time,Low,Low
CUST0040904,25,Male,London,Self-Employed,Low,Low
CUST0040905,25,Female,London,Self-Employed,Medium,Medium
CUST0040906,25,Male,Bristol,Employed - Full Time,High,Low
CUST0040907,24,Female,London,Self-Employed,Medium,Medium
CUST0040908,32,Female,Birmingham,Employed - Full Time,Low,Low
CUST0040909,20,Female,Nottingham,Employed - Full Time,Medium,Medium
CUST0040910,27,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0040911,27,Male,London,Self-Employed,Low,Low
CUST0040912,44,Male,London,Employed - Full Time,High,Low
CUST0040913,28,Female,London,Employed - Part Time,Medium,Medium
CUST0040914,48,Male,Coventry,Employed - Full Time,Low,Low
CUST0040915,49,Female,London,Employed - Full Time,Low,Medium
CUST0040916,50,Female,Birmingham,Self-Employed,Medium,Medium
CUST0040917,27,Female,London,Self-Employed,Low,High
CUST0040918,46,Female,Bristol,Student,Medium,Medium
CUST0040919,80,Male,Southampton,Student,Low,Low
CUST0040920,46,Male,Leicester,Employed - Full Time,Low,Low
CUST0040921,64,Female,Birmingham,Employed - Full Time,Low,Low
CUST0040922,44,Male,Leeds,Student,Medium,Low
CUST0040923,21,Female,London,Employed - Part Time,Low,High
CUST0040924,48,Male,London,Employed - Full Time,Low,Low
CUST0040925,19,Male,London,Employed - Full Time,Low,Low
CUST0040926,54,Female,London,Employed - Full Time,Medium,Low
CUST0040927,25,Male,London,Employed - Full Time,Low,Low
CUST0040928,39,Female,Glasgow,Employed - Part Time,Medium,Medium
CUST0040929,48,Female,Sheffield,Employed - Part Time,Low,Medium
CUST0040930,36,Female,London,Employed - Full Time,High,Low
CUST0040931,37,Male,Bristol,Employed - Full Time,Medium,Low
CUST0040932,20,Male,Leeds,Employed - Full Time,Medium,Low
CUST0040933,43,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0040934,54,Other/Prefer not to say,London,Employed - Full Time,Medium,High
CUST0040935,40,Female,Glasgow,Employed - Full Time,Low,Low
CUST0040936,35,Female,London,Employed - Full Time,High,Low
CUST0040937,44,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0040938,37,Other/Prefer not to say,Coventry,Employed - Full Time,Low,Low
CUST0040939,78,Male,Manchester,Retired,High,Medium
CUST0040940,44,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0040941,38,Female,Leeds,Employed - Full Time,Medium,Low
CUST0040942,60,Male,London,Unemployed,Low,Medium
CUST0040943,27,Female,Birmingham,Employed - Part Time,Medium,Low
CUST0040944,44,Female,Birmingham,Employed - Full Time,Medium,High
CUST0040945,50,Female,London,Employed - Part Time,Medium,Medium
CUST0040946,26,Male,Bristol,Self-Employed,Medium,Low
CUST0040947,43,Female,London,Self-Employed,Medium,Medium
CUST0040948,63,Male,Liverpool,Employed - Full Time,High,Low
CUST0040949,37,Female,London,Employed - Full Time,Low,Low
CUST0040950,48,Male,Newcastle,Employed - Full Time,Medium,Medium
CUST0040951,37,Female,Edinburgh,Self-Employed,Medium,Low
CUST0040952,24,Female,London,Student,High,Medium
CUST0040953,30,Female,Bristol,Self-Employed,Low,Low
CUST0040954,32,Female,London,Employed - Full Time,Low,Medium
CUST0040955,34,Female,London,Student,Medium,Medium
CUST0040956,44,Male,Glasgow,Employed - Full Time,Medium,Low
CUST0040957,30,Male,London,Employed - Full Time,Medium,Low
CUST0040958,22,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0040959,70,Male,Belfast,Employed - Part Time,Low,Low
CUST0040960,79,Male,Leeds,Employed - Full Time,Low,Medium
CUST0040961,22,Male,Bristol,Self-Employed,Medium,Medium
CUST0040962,37,Male,Southampton,Employed - Part Time,High,Low
CUST0040963,59,Female,Glasgow,Self-Employed,High,Low
CUST0040964,54,Female,London,Employed - Full Time,Low,Medium
CUST0040965,31,Other/Prefer not to say,London,Self-Employed,Low,Medium
CUST0040966,20,Female,Manchester,Employed - Full Time,Medium,High
CUST0040967,43,Female,London,Student,Medium,Low
CUST0040968,31,Female,Bristol,Employed - Full Time,High,Low
CUST0040969,23,Female,London,Employed - Full Time,Low,Low
CUST0040970,25,Female,Birmingham,Employed - Full Time,Low,Medium
CUST0040971,34,Female,London,Employed - Full Time,Low,High
CUST0040972,32,Female,London,Self-Employed,Low,Medium
CUST0040973,54,Female,London,Employed - Part Time,High,Low
CUST0040974,59,Female,London,Employed - Full Time,Medium,Low
CUST0040975,64,Female,Glasgow,Self-Employed,Low,Low
CUST0040976,38,Female,Liverpool,Student,Low,Medium
CUST0040977,59,Male,Leeds,Unemployed,Medium,Low
CUST0040978,20,Male,Glasgow,Retired,Medium,Medium
CUST0040979,57,Female,Edinburgh,Unemployed,Low,Low
CUST0040980,29,Male,London,Employed - Full Time,High,Medium
CUST0040981,29,Male,Cardiff,Student,High,Medium
CUST0040982,34,Male,Birmingham,Student,Low,Low
CUST0040983,18,Female,London,Employed - Part Time,High,Low
CUST0040984,22,Female,Leeds,Self-Employed,Medium,Low
CUST0040985,22,Female,Bristol,Student,Medium,Low
CUST0040986,30,Male,Newcastle,Retired,Medium,Medium
CUST0040987,62,Other/Prefer not to say,Edinburgh,Student,Medium,Low
CUST0040988,33,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0040989,53,Female,London,Unemployed,Medium,High
CUST0040990,50,Female,London,Employed - Full Time,Low,Low
CUST0040991,28,Female,Edinburgh,Employed - Full Time,Medium,Low
CUST0040992,54,Male,Bristol,Employed - Full Time,Medium,Low
CUST0040993,20,Female,Birmingham,Employed - Part Time,Low,Low
CUST0040994,61,Female,London,Self-Employed,Medium,Low
CUST0040995,54,Male,Nottingham,Self-Employed,Low,Low
CUST0040996,50,Female,Leeds,Employed - Full Time,High,Medium
CUST0040997,19,Male,Newcastle,Employed - Full Time,Medium,Medium
CUST0040998,51,Male,Sheffield,Employed - Full Time,Low,Low
CUST0040999,44,Female,London,Employed - Full Time,Medium,Low
CUST0041000,45,Female,Liverpool,Employed - Full Time,Medium,Medium
CUST0041001,41,Male,Leeds,Employed - Full Time,Medium,Low
CUST0041002,56,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0041003,31,Female,Nottingham,Employed - Full Time,Medium,Low
CUST0041004,26,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0041005,32,Female,Manchester,Employed - Full Time,Low,High
CUST0041006,37,Male,Liverpool,Employed - Full Time,Medium,Medium
CUST0041007,52,Female,Coventry,Employed - Full Time,Low,High
CUST0041008,53,Male,London,Employed - Full Time,Medium,Medium
CUST0041009,61,Male,Birmingham,Employed - Full Time,High,High
CUST0041010,21,Female,Southampton,Employed - Full Time,Medium,Low
CUST0041011,26,Male,Birmingham,Self-Employed,Medium,Medium
CUST0041012,56,Male,Southampton,Student,Low,Medium
CUST0041013,79,Female,London,Employed - Full Time,High,High
CUST0041014,31,Female,Glasgow,Student,Medium,Medium
CUST0041015,30,Female,London,Employed - Full Time,High,High
CUST0041016,34,Male,Leicester,Student,Medium,Low
CUST0041017,28,Male,Belfast,Self-Employed,High,Medium
CUST0041018,31,Female,Coventry,Employed - Full Time,Low,Medium
CUST0041019,27,Male,Manchester,Retired,Medium,Medium
CUST0041020,63,Other/Prefer not to say,London,Self-Employed,Low,Medium
CUST0041021,38,Male,Newcastle,Employed - Full Time,Low,Low
CUST0041022,42,Female,Liverpool,Employed - Full Time,Low,Medium
CUST0041023,45,Other/Prefer not to say,Leicester,Student,Medium,High
CUST0041024,33,Female,Liverpool,Employed - Full Time,Medium,Medium
CUST0041025,38,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0041026,21,Male,Nottingham,Employed - Part Time,Medium,Low
CUST0041027,47,Male,Nottingham,Unemployed,High,Low
CUST0041028,18,Female,London,Employed - Full Time,High,Medium
CUST0041029,44,Female,Glasgow,Unemployed,Medium,Low
CUST0041030,29,Female,London,Unemployed,Low,Low
CUST0041031,26,Female,London,Employed - Part Time,Low,High
CUST0041032,40,Female,Edinburgh,Employed - Full Time,Low,Medium
CUST0041033,43,Female,Manchester,Self-Employed,Low,Low
CUST0041034,28,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0041035,44,Male,Bristol,Employed - Full Time,Low,Low
CUST0041036,31,Female,Newcastle,Employed - Full Time,Medium,Low
CUST0041037,26,Female,Manchester,Self-Employed,Medium,High
CUST0041038,57,Male,Southampton,Employed - Full Time,Medium,Medium
CUST0041039,56,Male,Southampton,Employed - Full Time,Medium,Medium
CUST0041040,78,Male,Newcastle,Employed - Full Time,Medium,Low
CUST0041041,25,Female,London,Self-Employed,Medium,Low
CUST0041042,54,Female,Manchester,Retired,Medium,Low
CUST0041043,44,Female,Coventry,Retired,Low,Medium
CUST0041044,42,Female,London,Employed - Part Time,Low,Medium
CUST0041045,60,Female,London,Employed - Part Time,Medium,Low
CUST0041046,37,Male,London,Employed - Full Time,Medium,Low
CUST0041047,56,Female,Edinburgh,Student,Low,High
CUST0041048,37,Female,Liverpool,Employed - Full Time,Medium,Low
CUST0041049,37,Female,Edinburgh,Employed - Full Time,Medium,High
CUST0041050,72,Other/Prefer not to say,London,Employed - Full Time,Low,Medium
CUST0041051,38,Male,London,Self-Employed,Low,Low
CUST0041052,70,Other/Prefer not to say,Cardiff,Retired,Medium,High
CUST0041053,31,Male,Manchester,Employed - Full Time,Low,Low
CUST0041054,20,Male,London,Employed - Full Time,Medium,Medium
CUST0041055,32,Female,Nottingham,Employed - Full Time,Medium,Low
CUST0041056,28,Male,Bristol,Retired,Medium,Low
CUST0041057,35,Female,Sheffield,Retired,High,Medium
CUST0041058,79,Female,London,Employed - Part Time,Medium,Medium
CUST0041059,36,Male,Bristol,Employed - Full Time,Low,Low
CUST0041060,53,Female,Manchester,Self-Employed,Low,Medium
CUST0041061,20,Female,Edinburgh,Employed - Full Time,Low,Low
CUST0041062,33,Male,Sheffield,Employed - Part Time,Low,Low
CUST0041063,20,Male,Newcastle,Self-Employed,Low,Low
CUST0041064,44,Female,Liverpool,Unemployed,Medium,Low
CUST0041065,60,Female,Birmingham,Employed - Part Time,High,Medium
CUST0041066,44,Male,Leeds,Retired,Low,Low
CUST0041067,80,Female,Birmingham,Student,Low,High
CUST0041068,50,Female,London,Retired,Medium,Medium
CUST0041069,24,Male,London,Employed - Full Time,Medium,Low
CUST0041070,39,Male,Belfast,Retired,Low,Low
CUST0041071,19,Female,Belfast,Employed - Full Time,Medium,Medium
CUST0041072,51,Female,Liverpool,Self-Employed,High,High
CUST0041073,54,Male,London,Employed - Full Time,Low,Low
CUST0041074,24,Female,Manchester,Retired,Low,Medium
CUST0041075,19,Female,London,Retired,Medium,Low
CUST0041076,25,Female,London,Self-Employed,High,Low
CUST0041077,29,Female,London,Student,Low,Medium
CUST0041078,58,Female,Manchester,Employed - Full Time,Low,Low
CUST0041079,25,Male,Nottingham,Unemployed,Medium,Low
CUST0041080,22,Female,Manchester,Employed - Full Time,Medium,Low
CUST0041081,33,Male,London,Employed - Full Time,Medium,Low
CUST0041082,34,Male,London,Employed - Part Time,Medium,Low
CUST0041083,19,Other/Prefer not to say,Coventry,Self-Employed,Medium,Low
CUST0041084,48,Male,Liverpool,Unemployed,Low,Low
CUST0041085,37,Male,Leicester,Employed - Full Time,Medium,High
CUST0041086,26,Female,Bristol,Retired,Medium,Medium
CUST0041087,80,Female,London,Retired,High,Low
CUST0041088,64,Female,Coventry,Retired,Medium,Low
CUST0041089,26,Female,Manchester,Employed - Full Time,Low,Low
CUST0041090,22,Male,Bristol,Employed - Full Time,Low,Low
CUST0041091,31,Female,London,Self-Employed,Low,Medium
CUST0041092,28,Male,London,Employed - Full Time,High,Low
CUST0041093,32,Male,Bristol,Employed - Full Time,Medium,Low
CUST0041094,21,Male,Liverpool,Student,High,Low
CUST0041095,43,Female,Bristol,Employed - Full Time,Low,Medium
CUST0041096,28,Female,Newcastle,Employed - Full Time,Low,Medium
CUST0041097,34,Male,Coventry,Employed - Full Time,Low,Low
CUST0041098,54,Female,Edinburgh,Unemployed,Medium,Low
CUST0041099,52,Female,Newcastle,Employed - Full Time,High,Medium
CUST0041100,25,Male,Birmingham,Self-Employed,Low,Medium
CUST0041101,64,Female,London,Employed - Full Time,Medium,Low
CUST0041102,33,Male,Glasgow,Employed - Full Time,Low,Low
CUST0041103,61,Female,Sheffield,Employed - Full Time,High,Low
CUST0041104,66,Female,London,Employed - Full Time,Medium,Low
CUST0041105,77,Male,Belfast,Employed - Full Time,Medium,Medium
CUST0041106,23,Male,Nottingham,Self-Employed,Low,Low
CUST0041107,20,Male,Nottingham,Employed - Full Time,Medium,Medium
CUST0041108,27,Male,Cardiff,Employed - Full Time,Low,Low
CUST0041109,29,Female,Glasgow,Employed - Full Time,Low,Medium
CUST0041110,64,Male,London,Student,Medium,Medium
CUST0041111,35,Male,Leeds,Employed - Part Time,Low,Low
CUST0041112,36,Male,Bristol,Unemployed,Low,Low
CUST0041113,20,Male,Sheffield,Employed - Full Time,Low,Medium
CUST0041114,27,Female,Edinburgh,Employed - Full Time,Low,High
CUST0041115,55,Male,London,Employed - Part Time,High,Medium
CUST0041116,38,Male,Cardiff,Student,Medium,Low
CUST0041117,44,Male,Leicester,Self-Employed,Medium,Low
CUST0041118,21,Male,London,Employed - Full Time,Low,Medium
CUST0041119,23,Female,London,Employed - Full Time,High,Low
CUST0041120,54,Female,Southampton,Unemployed,Low,Medium
CUST0041121,31,Female,London,Employed - Full Time,Medium,Medium
CUST0041122,79,Female,Bristol,Student,Medium,Low
CUST0041123,33,Female,Glasgow,Unemployed,Low,Low
CUST0041124,60,Female,London,Employed - Full Time,Medium,Low
CUST0041125,33,Male,Edinburgh,Employed - Full Time,Low,Medium
CUST0041126,36,Female,London,Student,Low,Medium
CUST0041127,49,Male,Manchester,Self-Employed,Medium,Medium
CUST0041128,31,Female,London,Employed - Part Time,Low,Medium
CUST0041129,39,Male,Manchester,Unemployed,Medium,Low
CUST0041130,50,Male,Manchester,Student,High,Medium
CUST0041131,47,Female,Manchester,Self-Employed,Medium,Low
CUST0041132,45,Female,Leeds,Employed - Full Time,Medium,Medium
CUST0041133,20,Female,Newcastle,Employed - Full Time,Medium,Medium
CUST0041134,44,Female,London,Employed - Full Time,High,Medium
CUST0041135,18,Male,London,Employed - Full Time,Low,Medium
CUST0041136,19,Female,Leeds,Employed - Part Time,Medium,Medium
CUST0041137,76,Other/Prefer not to say,Leeds,Employed - Full Time,High,Medium
CUST0041138,33,Male,London,Employed - Full Time,Low,Medium
CUST0041139,34,Female,Sheffield,Employed - Part Time,Low,Low
CUST0041140,36,Male,Edinburgh,Retired,Medium,Medium
